This is Bill Lange. I'm Dave Gallo.	大卫.盖罗：这位是比尔.兰格， 我是大卫.盖罗。
They decided that wasn't good enough, so they went to India and studied the Indian state of Kerala that also had a system like this, and they adapted it for Ethiopia.	该国政府决定改善这种情况， 他们派人去印度喀拉拉邦 学习那里的医疗体系， 他们改良并在埃塞俄比亚推行这种体系。
And in 2003, the government of Ethiopia started this new system in their own country.	2003年，埃塞俄比亚政府 开始推行这套新医疗体系。
They trained 35,000 health extension workers to deliver care directly to the people.	他们对35000位医务人员进行培训， 让他们直接给人们提供医疗服务。
In just five years, their ratio went from one worker for every 30,000 people to one worker for every 2,500 people.	在短短五年里， 原本每30000人仅有一位医务人员的情况， 变为每2500人有一位医务人员。
Now, think about how this can change people's lives.	想想吧， 这对人们的生活是多大的改变啊。
Health extension workers can help with so many things, whether it's family planning, prenatal care, immunizations for the children, or advising the woman to get to the facility on time for an on-time delivery.	这些医务人员的贡献巨大， 计划生育，产前护理， 儿童疾病防疫， 劝告产妇及时到医院 以免耽误生产。
That is having real impact in a country like Ethiopia, and it's why you see their child mortality numbers coming down 25 percent from 2000 to 2008.	对埃塞俄比亚这样的国家而言， 这具有极其深远的影响。 它使得2000年到2008年 该国婴儿死亡率 降低了百分之二十五。
In Ethiopia, there are hundreds of thousands of children living because of this health extension worker program.	在埃塞俄比亚，全靠这些医务人员 才使得成百上千的儿童得以存活。
So what's the next step for Ethiopia?	那么埃塞俄比亚接下来的工作是什么呢？
Well, they're already starting talk about this.	他们现在已经开始商量这事了。
They're starting to talk about, "How do you have the health community workers generate their own ideas?	他们在商量："如何才能让社区卫生工作人员 更有主见呢？
How do you incent them based on the impact that they're getting out in those remote villages?"	如何让他们了解他们为那些偏远村庄所做出的贡献， 进而激励他们呢？"
That's how you tap into local entrepreneurial talent and you unlock people's potential.	你就该这样培养地方创业人才， 发掘人们的潜力。
The third component of Coke's success is marketing.	可口可乐获得成功的第三个秘诀 是市场营销战略。
Ultimately, Coke's success depends on one crucial fact and that is that people want a Coca-Cola.	可口可乐的成功 最终取决于一个不争的事实， 那就是，人人都想喝 可口可乐。
Now the reason these micro-entrepreneurs can sell or make a profit is they have to sell every single bottle in their pushcart or their wheelbarrow.	而这些个体企业家 如果想赚到钱 他们就必须卖出手推贩卖车中的每一瓶可乐。
So, they rely on Coca-Cola in terms of its marketing, and what's the secret to their marketing?	他们的市场营销战略 紧紧围绕着可口可乐这个产品。 那么他们市场营销战略的成功秘诀何在呢？
Well, it's aspirational.	这个秘诀就是主动出击。
It is associated that product with a kind of life that people want to live.	它把产品 与人们所追求的生活联系起来。
So even though it's a global company, they take a very local approach.	尽管它是个跨国公司， 可口可乐采取的是因地制宜的策略。
Coke's global campaign slogan is "Open Happiness."	他们在全球的宣传标语是 "畅爽开怀"。
But they localize it.	他们让它更具地方色彩。
And they don't just guess what makes people happy; they go to places like Latin America and they realize that happiness there is associated with family life.	他们不是凭空猜测什么能让人幸福开怀， 而是亲身去到拉丁美洲等地， 他们了解到，在那里， 幸福来自家庭生活。
And in South Africa, they associate happiness with seriti or community respect.	在南非， 幸福 来自对社区的尊重。
Now, that played itself out in the World Cup campaign.	这点在世界杯宣传期间得到了充分证明。
Let's listen to this song that Coke created for it, "Wavin' Flag" by a Somali hip hop artist.	我们来听一听这首由可口可乐公司创作的歌曲， 这首歌叫《旗帜飞扬》，由来自索马里的嘻哈歌手演唱。
K'Naan: Oh oh oh oh oh o-oh Oh oh oh oh oh oh oh oh oh oh Oh oh oh oh oh o-oh Oh oh oh oh oh oh oh oh o-oh Give you freedom, give you fire Give you reason, take you higher See the champions take the field now You define us, make us feel proud In the streets our heads are lifted As we lose our inhibition Celebration, it's around us Every nation, all around us Melinda French Gates: It feels pretty good, right?	K'Naan演唱：噢，噢，噢，噢，噢，噢 噢，噢，噢，噢，噢，噢 噢，噢，噢，噢，噢，噢 噢，噢，噢，噢，噢，噢，噢，噢 给你自由，热情似火 给你理由，激情飞扬 看冠军们激战球场 你赋予我们意义, 让我们倍感自豪 大街小巷，我们抬头仰望 不再压抑 普天同庆 天下一家，普天同庆 美琳达. 法兰奇. 盖茨：感觉不错，对吧？
