1929 or 1989?	1929年还是1989年?
Two major recent success stories in aid have used this approach: the Global Alliance on Vaccines and Immunizations, which successfully gets immunizations to young children, and the Global Fund to Fight AIDS, TB, and Malaria, which supports national action plans to battle these killer diseases.	最近两个成功的捐助案例就是使用的这种方法：其一是全球疫苗免疫联盟成功为儿童提供免疫服务，还有就是全球艾滋病、肺结核和疟疾基金为战胜上述致命疾病的国家计划提供了支持。
Both have saved millions of lives during the past decade, and have paved the way to a new more efficient and scientifically sound method of development assistance.	过去10年来这两家机构都挽救了数百万人的生命，并为更高效、更科学合理的新的发展援助方法铺平了道路。
Not surprisingly, many UN agencies and aid agencies in rich countries fight this approach.	很多联合国和富裕国家援助机构为此展开争夺，这并不值得大惊小怪。
All too often, the fight is about turf, rather than about the most effective way to speed help to the poor.	但这种争夺常常是为了争权夺利，而不是以最有效的方法向贫困人口提供援助。
Obama, Rudd, Zapatero, and other forward-thinking leaders can therefore make a huge difference by following up on their pledges at the G-8 and insisting that the aid really works.	奥巴马、陆克文、萨帕特罗和其他有远见的领导人因此可以通过兑现在八国峰会上的承诺、坚持要求实际援助效果带来巨大的变化。
The bureaucracies must be bypassed to get help to where it is needed: in the soil tilled by the world’s poorest farm families.	必须绕过官僚机构为由世界最贫困的农民家庭所耕种的土地提供援助。
A Black and White Question	黑白人种问题
NEW YORK – In the afternoon of July 16 two men appeared to be breaking into a fine house in an expensive area of Cambridge, Massachusetts.	纽约——7月16日下午两名男子看似正试图闯入位于马萨诸塞州坎布里奇高尚住宅区的一栋豪宅。
Alerted by a telephone call, a policeman arrived smartly on the scene.	接到电话报警后，一名警察立即赶到了现场。
He saw one black male standing inside the house and asked him to come out.	他看到一名黑人男子在房间里，就要求他出来。
The man refused.	那个人拒绝了。
He was then told to identify himself.	警察要求他说明身份。
The man, still refusing to step out, said he was a Harvard professor, showed his ID, and warned the cop not to mess with him.	该男子仍然拒绝走出房门，但说自己是一位哈佛教授，出示了证件，并警告警察不要打扰他。
He said something about black men in America being singled out, and asked the cop, who was white, for his name and identification.	他说美国黑人遭到歧视，并要求那位白人警察报名并出示警官证。
The cop, joined by several colleagues, arrested the professor for disorderly conduct.	此时该警察的几名同事赶到，他们以妨害治安为由逮捕了这位教授。
We now know that the professor had broken into his own home, with the help of his chauffeur, because the door was jammed.	我们现在知道这位教授在司机的帮助下闯入了自家的房门，因为门被卡住了。
What was unusual here was not the cop’s heavy-handedness.	这次事件中不同寻常的并不是警察的暴虐。
Most people in the US know that if you talk back to the police, they will get nasty very fast.	多数美国人都知道如果跟警察顶嘴，他们很快就会变得气急败坏。
The fact that the man was black might or might not have made the cop go for his handcuffs even sooner than he might normally have done.	这位教授是黑人的事实可能有也可能没有导致警察更快地掏出手铐。
That, too, would not have been unusual.	这一点也没有什么不同寻常。
What made this case special was that Henry Louis “Skip” Gates is one of the most celebrated professors in the country, famous for his books, his articles, and numerous television appearances.	这个案件的特殊性在于亨利·路易斯·盖茨是美国最著名的教授之一，著作等身，文章充栋，并多次在电视上露面。
He is a grandee, a mover and shaker in the academic and media world, a friend of President Barack Obama.	他称得上是位显贵，在学术和媒体圈中一呼百应，还与巴拉克·奥巴马总统私交甚笃。
That is why he warned the cop, Sgt. James Crowley, a veteran of the Cambridge police force, not to mess with him.	他因此警告詹姆斯·克劳利中士，这位坎布里奇的老资格警官不要招惹他。
Class and race overlap in the US.	美国的阶级和种族问题错综复杂。
In this instance, it is impossible to pry them apart.	在这个案件中，不可能将它们区分清楚。
Gates, deeply conscious, indeed a specialist of the terrible history of race relations in his country, instinctively assumed that he was a victim of prejudice.	盖茨非常了解美国糟糕的种族关系史，甚至可以说是这方面的专家，因此他本能地认为自己成了种族歧视的受害者。
